date,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,night1,night2,night3,night4,night5,night6,night7,night8,night9,night10,weather1,weather2,weather3,weather4,weather5,weather6,weather7,weather8,weather9,weather10
2024-07-12,29,30,30,29,29,29,30,27,29,29,16,21,23,21,23,21,22,22,21,22,Ясно,"Малооблачно, небольшой  дождь","Малооблачно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Облачно, без осадков"
2024-07-13,30,27,29,30,29,29,28,27,29,30,21,23,22,23,22,22,19,20,20,21,"Облачно, небольшой  дождь","Облачно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь"
2024-07-14,29,30,31,30,27,28,29,28,31,29,21,22,23,21,22,21,20,22,21,22,"Облачно, сильный  дождь","Облачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков",Ясно,"Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-07-15,30,31,31,25,23,26,26,26,28,28,21,22,22,21,19,20,19,19,20,20,"Малооблачно, небольшой  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Пасмурно, сильный  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Облачно,  дождь"
2024-07-16,30,31,30,28,26,25,25,25,27,24,22,23,22,22,20,19,19,20,19,19,"Малооблачно, небольшой  дождь",Ясно,"Малооблачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Облачно,  дождь","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь, гроза","Облачно,  дождь, гроза"
2024-07-17,31,27,24,25,25,26,26,26,25,25,20,21,20,20,19,19,19,20,18,19,Ясно,"Облачно,  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-07-18,26,23,24,25,23,26,26,25,22,23,20,20,19,19,19,19,18,18,17,18,"Облачно,  дождь","Облачно, сильный  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь",Ясно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-07-19,24,25,24,22,25,26,26,24,24,26,18,20,18,19,18,19,19,17,16,18,"Облачно, сильный  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь",Ясно,"Малооблачно, без осадков","Облачно, без осадков"
2024-07-20,24,24,20,24,26,26,26,27,28,27,18,18,18,17,18,20,18,20,20,20,"Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Пасмурно,  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь"
2024-07-21,25,22,25,27,26,23,24,26,26,28,17,19,17,18,20,14,16,18,18,20,"Малооблачно, небольшой  дождь","Облачно,  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно, без осадков"
2024-07-22,22,25,27,26,27,28,28,28,31,25,16,17,18,20,19,20,21,21,21,21,"Облачно,  дождь, гроза","Малооблачно, без осадков",Ясно,"Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, без осадков","Облачно,  дождь, гроза"
2024-07-23,24,26,23,25,27,28,25,23,23,24,16,17,19,17,20,21,21,19,18,18,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно,  дождь, гроза",Ясно,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Пасмурно, небольшой  дождь"
2024-07-24,26,25,24,26,28,23,21,22,27,26,13,20,17,17,19,20,17,17,18,19,"Малооблачно, без осадков","Малооблачно, небольшой  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков"
2024-07-25,24,25,26,28,25,22,22,25,23,22,17,17,17,19,20,18,17,17,18,17,"Облачно,  дождь, гроза","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Пасмурно, небольшой  дождь","Облачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь"
2024-07-26,25,27,26,21,21,22,21,24,25,25,15,18,20,19,16,17,17,18,18,18,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь, гроза","Облачно,  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь, гроза"
2024-07-27,28,26,22,21,20,22,22,22,25,24,14,20,18,16,17,18,17,17,18,18,"Малооблачно, небольшой  дождь","Облачно, небольшой  дождь, гроза","Облачно,  дождь","Облачно, небольшой  дождь","Пасмурно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь, гроза"
2024-07-28,26,22,22,21,21,22,22,21,24,25,18,18,16,17,17,17,15,17,17,18,"Малооблачно,  дождь, гроза","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь"
2024-07-29,21,22,21,20,23,23,24,25,23,24,16,16,16,17,16,16,14,18,18,18,"Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Пасмурно,  дождь","Облачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно, небольшой  дождь, гроза","Облачно, небольшой  дождь"
2024-07-30,22,21,21,21,23,23,24,23,23,24,16,17,17,16,17,17,18,18,17,16,"Облачно, небольшой  дождь","Облачно,  дождь","Облачно,  дождь","Облачно,  дождь","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно,  дождь, гроза","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-07-31,19,20,22,24,23,25,25,25,24,24,15,16,16,16,18,17,16,18,19,18,"Облачно, сильный  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Облачно, небольшой  дождь, гроза","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь"
2024-08-01,20,22,23,23,25,25,25,24,24,26,14,16,17,18,17,16,18,19,18,19,"Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь, гроза","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь, гроза","Малооблачно,  дождь, гроза","Малооблачно, небольшой  дождь","Малооблачно, без осадков"
2024-08-02,21,23,23,25,25,23,23,22,25,26,14,16,17,16,19,18,18,17,18,19,"Облачно, небольшой  дождь","Малооблачно, без осадков","Облачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно,  дождь, гроза","Облачно, без осадков","Малооблачно, без осадков","Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-08-03,23,22,24,24,24,23,24,23,25,26,14,17,17,18,18,17,17,17,16,18,"Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь",Ясно,"Малооблачно, без осадков","Малооблачно, без осадков",Ясно
2024-08-05,25,24,24,24,23,24,21,22,23,25,15,17,17,18,16,18,19,16,15,17,"Малооблачно, без осадков","Малооблачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, без осадков","Облачно,  дождь","Облачно,  дождь","Малооблачно, без осадков",Ясно,"Малооблачно, небольшой  дождь"
2024-08-06,25,25,23,23,24,21,19,20,21,23,15,16,17,17,17,17,16,15,14,15,"Малооблачно, небольшой  дождь","Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь","Малооблачно, без осадков","Облачно,  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, без осадков"
2024-08-07,24,23,22,26,20,19,20,21,22,23,15,17,17,16,17,16,15,15,17,15,"Малооблачно, без осадков","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно, сильный  дождь","Пасмурно,  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков","Пасмурно, без осадков","Малооблачно, без осадков"
2024-08-08,23,22,25,19,19,19,21,22,22,21,17,17,16,16,14,15,15,14,14,16,"Облачно,  дождь","Облачно, небольшой  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь","Облачно,  дождь","Пасмурно, небольшой  дождь","Малооблачно, небольшой  дождь",Ясно,"Облачно, небольшой  дождь","Облачно, небольшой  дождь"
2024-08-09,22,24,20,19,20,21,22,23,25,24,16,16,17,15,15,15,15,15,17,17,"Пасмурно,  дождь","Малооблачно, небольшой  дождь","Облачно,  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь",Ясно,"Малооблачно, без осадков","Облачно, без осадков","Малооблачно, небольшой  дождь"
2024-08-10,25,21,18,20,23,22,22,19,21,19,14,17,15,15,15,16,16,17,15,15,"Малооблачно, без осадков","Облачно,  дождь","Облачно, небольшой  дождь","Облачно,  дождь","Малооблачно, без осадков","Малооблачно,  дождь","Малооблачно, небольшой  дождь","Пасмурно,  дождь","Малооблачно, без осадков","Облачно, небольшой  дождь"
2024-08-11,21,19,19,22,22,23,22,22,24,25,17,14,13,15,14,14,17,18,16,18,"Облачно, сильный  дождь","Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков",Ясно,Ясно,"Облачно,  дождь","Облачно, небольшой  дождь",Ясно,"Облачно, небольшой  дождь"
2024-08-12,19,19,23,21,22,25,25,23,25,26,13,14,15,15,13,17,17,18,16,17,"Облачно, небольшой  дождь","Облачно, небольшой  дождь","Малооблачно, без осадков",Ясно,Ясно,"Малооблачно, без осадков","Малооблачно, без осадков","Малооблачно, небольшой  дождь",Ясно,Ясно
